,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
9370,9370,13442656,Entire Lakewood Townhome up to 6,56867523,Randall,Other Cities,Lakewood,33.8405,-118.08596,Entire home/apt,147.0,1,0,,,1,0.0,2015-05-24 00:00:00
23053,23053,26812691,Berryman #5,9835896,Reda,City of Los Angeles,Del Rey,34.00183,-118.41314,Entire home/apt,80.0,4,6,2019-10-16,0.38,11,180.0,2015-05-24 00:00:00
7613,7613,10905572,Beachy Pad in Santa Monica,3772251,Anneli,Other Cities,Santa Monica,34.0254,-118.49739,Entire home/apt,120.0,30,32,2017-01-24,0.71,2,323.0,2015-05-24 00:00:00
18314,18314,22247132,Enchanted garden house in the hills,1215949,Misty,City of Los Angeles,Echo Park,34.09014,-118.25307,Entire home/apt,110.0,4,4,2019-10-27,0.99,1,24.0,2015-05-24 00:00:00
38065,38065,38907071,Best of the west side - Your perfect LA sanctuary,119150974,Emily,City of Los Angeles,Playa Vista,33.9733,-118.42524,Private room,125.0,2,1,2019-09-28,0.56,1,77.0,2015-05-24 00:00:00
10068,10068,14111600,Private room in home,1159482,Bee,Other Cities,Montebello,33.98441,-118.12498,Private room,45.0,2,22,2019-05-09,0.57,3,358.0,2015-05-24 00:00:00
31857,31857,34416405,"Luxury and water, the best place to be!",143601884,Pacalan,City of Los Angeles,Venice,33.97438,-118.45897,Private room,88.0,4,0,,,2,141.0,2015-05-24 00:00:00
9668,9668,13699694,"1920's Hollywood Dream with Pool, Hot Tub & views!",20628471,Marty,Other Cities,Glendale,34.12791,-118.24012,Entire home/apt,225.0,5,1,2016-08-03,0.02,1,0.0,2015-05-24 00:00:00
9151,9151,13226408,Private bedroom 5 min to SANTA MONICA,47512514,Anna Alona,City of Los Angeles,Sawtelle,34.04193,-118.46379,Private room,70.0,1,209,2019-11-04,5.02,13,139.0,2015-05-24 00:00:00
18834,18834,22667742,Airy Quiet Art & Design Oasis Mins to LAX & Beaches//Artbnb,11993614,Sofia,Other Cities,El Segundo,33.92538,-118.39721,Entire home/apt,79.0,1,150,2019-11-15,6.7,4,70.0,2015-05-24 00:00:00
17736,17736,21836214,Penthouse Luxury w/ Two private floors DTLA Views,10685519,Matt,Other Cities,West Hollywood,34.08825,-118.38456,Private room,199.0,3,14,2019-11-11,0.64,1,78.0,2015-05-24 00:00:00
39845,39845,39771202,"Best Venice Beach Room next to Sand,Sun,Parking!",305722726,S,City of Los Angeles,Venice,33.97836,-118.46301,Private room,64.0,1,0,,,1,75.0,2015-05-24 00:00:00
26457,26457,29964452,Large One Bedroom One Bath in heart of WEHO,13030467,Lisa-Marie,Other Cities,West Hollywood,34.08846,-118.35601,Entire home/apt,85.0,4,16,2019-11-03,2.11,1,82.0,2015-05-24 00:00:00
14487,14487,19162803,topanga cnyn private studio apartment beach close,134001612,Carlos,Unincorporated Areas,Topanga,34.08342,-118.60187,Entire home/apt,150.0,2,126,2019-10-27,4.26,1,52.0,2015-05-24 00:00:00
32929,32929,35253598,伊甸园,89333762,Songyang,Other Cities,Diamond Bar,33.99982,-117.85265,Private room,72.0,3,6,2019-11-11,1.31,3,362.0,2015-05-24 00:00:00
35694,35694,37395394,"W2~$46Library Quiet, UCLA, SMC Students",12630342,Sandee,City of Los Angeles,Rancho Park,34.03777,-118.42169,Private room,46.0,30,0,,,45,35.0,2015-05-24 00:00:00
9110,9110,13175927,Family getaway home,73666973,Brian,Other Cities,Burbank,34.17986,-118.29638,Entire home/apt,125.0,1,4,2018-09-03,0.17,1,0.0,2015-05-24 00:00:00
5268,5268,7163179,Cute Hipster Suburb in heart of LA!,18900556,Daniel,City of Los Angeles,Atwater Village,34.12866,-118.2671,Private room,87.0,30,4,2015-08-24,0.08,1,0.0,2015-05-24 00:00:00
24263,24263,28007442,Studio Apartment Room Hollywood View of Hills,72906523,Evan,City of Los Angeles,Hollywood,34.09199,-118.32967,Entire home/apt,45.0,30,64,2019-10-18,4.36,6,32.0,2015-05-24 00:00:00
34743,34743,36706922,Modern Co-living by Designer w/Rooftop & BBQ Area,161307433,Ryan,City of Los Angeles,Venice,33.99735,-118.46505,Shared room,49.0,1,7,2019-10-27,2.02,11,178.0,2015-05-24 00:00:00
27853,27853,31127736,"Los T  VIEWS, POOL, HOT TUB IN HOLLYWOOD HILLS!!",72933825,The Maimon Group,City of Los Angeles,Hollywood Hills,34.1089,-118.34186,Entire home/apt,1750.0,31,0,,,5,269.0,2015-05-24 00:00:00
39934,39934,39792807,"Bright Downtown 1BR w/ Gym, Doorman, nr. Staples Center, by Blueground",107434423,Blueground,City of Los Angeles,Downtown,34.04626,-118.26181,Entire home/apt,163.0,30,0,,,154,290.0,2015-05-24 00:00:00
15632,15632,20184587,Villa Woodland,47102875,Cesar David,City of Los Angeles,Brentwood,34.07983,-118.50806,Entire home/apt,1800.0,3,0,,,34,355.0,2015-05-24 00:00:00
1249,1249,1220989,Observatory Views at Silver Shell,6660841,Kareen,City of Los Angeles,Silver Lake,34.10453,-118.27103,Entire home/apt,135.0,30,19,2018-07-30,0.32,2,255.0,2015-05-24 00:00:00
34713,34713,36675889,large living room close to Hollywood,275444538,Marisol,City of Los Angeles,Hollywood,34.08969,-118.31253,Shared room,31.0,30,2,2019-09-30,0.55,1,304.0,2015-05-24 00:00:00
4684,4684,6374734,"""Garden Oasis"" 2BD in Culver City",3782455,Josetta & Paul,Other Cities,Culver City,34.03037,-118.38152,Entire home/apt,215.0,28,5,2018-09-23,0.1,2,304.0,2015-05-24 00:00:00
9408,9408,13479658,Master Room/Private Bathroom With Private Entrance,28139046,Metin,City of Los Angeles,Mid-City,34.03406,-118.38746,Private room,79.0,2,92,2019-09-01,2.22,2,365.0,2015-05-24 00:00:00
21380,21380,24970991,Martha’s guesthouse,76660722,Martha,Other Cities,Downey,33.94162,-118.10534,Entire home/apt,85.0,3,60,2019-11-11,3.22,1,332.0,2015-05-24 00:00:00
12246,12246,16604226,Mi Casa Su Casa,100765124,Ben,City of Los Angeles,Winnetka,34.18987,-118.57211,Private room,75.0,7,0,,,1,0.0,2015-05-24 00:00:00
13729,13729,18393130,Happy Venice Summer Home,45382175,Vita,City of Los Angeles,Venice,34.00212,-118.46704,Entire home/apt,250.0,5,1,2017-08-28,0.04,3,0.0,2015-05-24 00:00:00
21413,21413,25014664,"Quiet, Chic, Valley Village Apt w/secure parking",2772870,Helen,City of Los Angeles,Valley Village,34.16044,-118.39673,Entire home/apt,99.0,30,12,2019-11-03,0.77,1,317.0,2015-05-24 00:00:00
34789,34789,36759241,Sun-filled garden house steps from downtown Culver,11404827,Andrew,Other Cities,Culver City,34.02454,-118.38818,Entire home/apt,139.0,2,22,2019-11-18,5.28,1,66.0,2015-05-24 00:00:00
29470,29470,32669291,Place to chill,19074715,Jeremy,City of Los Angeles,Van Nuys,34.19194,-118.461,Private room,45.0,2,3,2019-08-10,0.39,1,82.0,2015-05-24 00:00:00
12251,12251,16615968,"""MAISON DE FLEURS"" - COTTAGE BY THE SEA (WITH A/C)",109680963,Kelly,Other Cities,Long Beach,33.76211,-118.13543,Entire home/apt,330.0,3,15,2019-07-29,0.52,1,288.0,2015-05-24 00:00:00
21053,21053,24700429,Venice Bungalow,53605548,Nicholas,City of Los Angeles,Venice,33.99318,-118.47415,Private room,300.0,1,0,,,1,365.0,2015-05-24 00:00:00
27970,27970,31231292,Warner Center luxury! Fully Equipped 1Bed Apt.,206653756,Meny,City of Los Angeles,Woodland Hills,34.17336,-118.60011,Entire home/apt,112.0,2,27,2019-11-03,2.57,3,177.0,2015-05-24 00:00:00
12675,12675,17187498,"Perfect LA location! Private, central, fab views",74160933,Alison,City of Los Angeles,Encino,34.14183,-118.49009,Entire home/apt,124.0,2,196,2019-11-15,5.85,1,135.0,2015-05-24 00:00:00
11125,11125,15416937,Great Location,97282843,Dawn,Other Cities,Inglewood,33.96244,-118.35433,Private room,100.0,2,0,,,1,177.0,2015-05-24 00:00:00
7007,7007,9787815,#2 Cozy bedroom near LAX/ FREE Park,28420115,Alain,Other Cities,Inglewood,33.94123,-118.34153,Private room,40.0,1,161,2019-11-03,3.36,3,171.0,2015-05-24 00:00:00
16631,16631,21011042,Downtown Los Angeles Apartment in Walk to LA Live!,4140161,Corporate,City of Los Angeles,Downtown,34.04197,-118.263,Entire home/apt,499.0,30,7,2019-10-01,0.29,60,280.0,2015-05-24 00:00:00
35838,35838,37504352,Heart of Hollywood Castle+ Private Parking !,8017073,Melissa,City of Los Angeles,Hollywood,34.09736,-118.34714,Entire home/apt,186.0,2,0,,,1,0.0,2015-05-24 00:00:00
10360,10360,14476258,"罗兰岗好地段优雅舒适套房出租,可独立出入,可日租､月租",89257961,飞,Unincorporated Areas,Rowland Heights,33.98332,-117.87505,Private room,60.0,1,2,2019-07-17,0.05,19,365.0,2015-05-24 00:00:00
36212,36212,37775016,VNY AIRPORT/UNIVERSAL/HOLLYWOOD GUEST SUITE,166434120,Eduardo,City of Los Angeles,Lake Balboa,34.19804,-118.51743,Entire home/apt,90.0,2,7,2019-11-14,2.63,1,77.0,2015-05-24 00:00:00
5224,5224,7095631,Private room near Harbor UCLA medical center,6205097,Irina,City of Los Angeles,Harbor Gateway,33.82073,-118.30718,Private room,45.0,2,57,2019-10-29,1.1,3,264.0,2015-05-24 00:00:00
19046,19046,22884317,Master Bedroom en suite NEAR BEVERLY HILLS!,156356528,Ayda,City of Los Angeles,Pico-Robertson,34.05569,-118.39681,Private room,70.0,30,5,2019-09-12,0.23,1,169.0,2015-05-24 00:00:00
31632,31632,34275356,Cozy Room with Cats,115386050,Erin,City of Los Angeles,Hollywood,34.10004,-118.31834,Private room,75.0,1,0,,,1,89.0,2015-05-24 00:00:00
17942,17942,21969832,Cozy Easy Stay with Mini Ramp in Backyard,1302124,Koni,Unincorporated Areas,Hacienda Heights,33.99899,-117.96364,Entire home/apt,150.0,1,3,2018-02-08,0.13,1,0.0,2015-05-24 00:00:00
8356,8356,12132488,Charming 2 bedroom Echo Park Home,14554205,Brielle,City of Los Angeles,Echo Park,34.08446,-118.25781,Entire home/apt,149.0,30,4,2016-10-24,0.09,1,0.0,2015-05-24 00:00:00
2179,2179,2547624,"Bixby Beauty 50s Mod Long Beach, CA",3059666,Jean,Other Cities,Long Beach,33.83431,-118.17994,Entire home/apt,300.0,1,12,2019-08-02,0.18,5,192.0,2015-05-24 00:00:00
10503,10503,14642015,Cozy Apartment in Downtown,42238836,Alexandr,City of Los Angeles,Historic South-Central,34.0306,-118.26466,Entire home/apt,79.0,30,110,2019-09-02,2.79,25,0.0,2015-05-24 00:00:00
1517,1517,1571017,Arts District Private Room 228,57161,Jefferson,City of Los Angeles,Downtown,34.04781,-118.23517,Private room,48.0,2,20,2019-08-31,0.31,26,365.0,2015-05-24 00:00:00
8888,8888,12954366,Casa de Campo,22259699,Mathilda,City of Los Angeles,Sherman Oaks,34.16653,-118.45478,Entire home/apt,89.0,31,81,2019-07-08,1.93,3,315.0,2015-05-24 00:00:00
31002,31002,33780034,Gorgeous Apartment in the Heart of Downtown LA!!,229341435,Mo,City of Los Angeles,Chinatown,34.06239,-118.24474,Entire home/apt,125.0,1,1,2019-04-11,0.13,1,17.0,2015-05-24 00:00:00
6486,6486,9047427,Unique Los Angeles Apt. w/ View #5,22503198,Kim,City of Los Angeles,Hollywood,34.08794,-118.33645,Entire home/apt,85.0,2,11,2019-06-10,0.22,5,273.0,2015-05-24 00:00:00
17108,17108,21379958,"Angel Home offers Private Room, Shared Bath -Yel",154844858,Heyam,City of Los Angeles,Sawtelle,34.03983,-118.44684,Private room,79.0,3,35,2019-11-07,1.55,4,77.0,2015-05-24 00:00:00
11893,11893,16256877,Sunny 1 bedroom in the heart of Los Feliz,12982680,Theodore,City of Los Angeles,East Hollywood,34.10067,-118.29109,Entire home/apt,125.0,30,6,2017-11-28,0.17,1,0.0,2015-05-24 00:00:00
24216,24216,27963954,Bright Charming Cottage Style Home -Venice Beach.,206768240,Tammie,City of Los Angeles,Mar Vista,34.014,-118.42009,Private room,55.0,3,39,2019-10-23,2.64,1,0.0,2015-05-24 00:00:00
38600,38600,39182227,Silver Lake Master Suite | Deck+Views+Walkable,273812963,Melissa Joy,City of Los Angeles,Silver Lake,34.081,-118.2768,Entire home/apt,75.0,1,13,2019-11-14,9.75,1,78.0,2015-05-24 00:00:00
23731,23731,27507601,"Great private room w/ ""Jack-n- Jill bath""- Rm 28",205102999,Anchor Pointe,City of Los Angeles,Wilmington,33.77353,-118.26241,Hotel room,65.0,1,39,2019-11-17,2.47,22,362.0,2015-05-24 00:00:00
3213,3213,4149780,Altadena oasis minutes from JPL!,4482023,Erik,Unincorporated Areas,Altadena,34.19903,-118.13816,Private room,69.0,4,65,2019-09-17,1.06,3,247.0,2015-05-24 00:00:00
5545,5545,7611435,VENICE MOD LOFT ABBOT KINNEY,39918201,Donald,City of Los Angeles,Venice,33.99264,-118.46279,Entire home/apt,235.0,30,124,2019-11-08,2.45,1,160.0,2015-05-24 00:00:00
20233,20233,23928190,"Luxury apartment nearby LAX airport, Otis and LMU",63308269,Quincy,City of Los Angeles,Playa del Rey,33.95731,-118.43756,Private room,45.0,35,0,,,3,268.0,2015-05-24 00:00:00
20628,20628,24314838,3 bedroom home minutes from downtown Los Angeles,116433304,Molly,Other Cities,Monterey Park,34.03926,-118.15311,Entire home/apt,93.0,4,8,2019-07-28,0.45,1,0.0,2015-05-24 00:00:00
33666,33666,35810847,"Cute, cozy & clean hotel in the heart of DTLA #7",9402067,Joseph,City of Los Angeles,Westlake,34.05198,-118.26585,Hotel room,89.0,1,40,2019-11-15,7.89,3,68.0,2015-05-24 00:00:00
10887,10887,15101750,Cozy Hillside Cabin in Silverlake / Echo Park,5309449,Pete,City of Los Angeles,Echo Park,34.09486,-118.25435,Entire home/apt,99.0,3,52,2019-11-03,1.4,1,20.0,2015-05-24 00:00:00
35094,35094,36977256,Casa Bohême - DTLB Arts District - Stroll to Beach,5271971,Josiah,Other Cities,Long Beach,33.7719,-118.18199,Entire home/apt,125.0,1,14,2019-11-12,3.78,2,86.0,2015-05-24 00:00:00
30838,30838,33659064,Beautiful apartment in redondo Beach for rent,88361530,Edem,Other Cities,Redondo Beach,33.87316,-118.36395,Private room,60.0,1,15,2019-11-13,2.04,1,365.0,2015-05-24 00:00:00
31533,31533,34199724,"1.C Cozy Private Room airport Burbank, Universal",252160559,Dima And Natalia,City of Los Angeles,North Hollywood,34.19098,-118.37363,Private room,50.0,1,24,2019-10-29,3.5,16,59.0,2015-05-24 00:00:00
11040,11040,15315185,Los Angeles Oasis in a Historic Neighborhood,23159555,Jennifer,Other Cities,Glendale,34.17031,-118.26328,Entire home/apt,100.0,2,79,2019-11-18,2.14,1,31.0,2015-05-24 00:00:00
32787,32787,35124124,Room G - Private Room & Private Bathroom in Garage,74540917,Zhi Wei,Other Cities,La Verne,34.12715,-117.76374,Private room,45.0,2,8,2019-11-11,1.45,5,330.0,2015-05-24 00:00:00
16351,16351,20807256,山腳下的花园洋房,149200969,Thomas,Other Cities,Glendora,34.13984,-117.88678,Entire home/apt,110.0,3,20,2019-11-12,0.77,1,178.0,2015-05-24 00:00:00
11373,11373,15717743,Sweet bedroom with half bathroom,9039812,Fanci,Other Cities,San Gabriel,34.09085,-118.0977,Private room,35.0,1,33,2019-10-27,0.9,2,287.0,2015-05-24 00:00:00
27459,27459,30815813,Stay Lit,178152664,Tee,City of Los Angeles,Venice,33.98539,-118.44824,Private room,160.0,1,0,,,1,0.0,2015-05-24 00:00:00
21794,21794,25404338,~STUDIO CHIC | Industrial Artsy Loft | Near DTLA~,115377318,Manuel,Unincorporated Areas,East Los Angeles,34.0551,-118.17574,Entire home/apt,80.0,1,103,2019-10-29,5.83,6,310.0,2015-05-24 00:00:00
15557,15557,20136062,SAN VICENTE GUEST HOUSE,9835896,Reda,Other Cities,Santa Monica,34.03756,-118.50492,Entire home/apt,119.0,2,5,2018-08-19,0.18,11,48.0,2015-05-24 00:00:00
38547,38547,39139803,Beautiful and Relax Two Bedroom Townhome,95605354,Elisa,City of Los Angeles,Van Nuys,34.19368,-118.45374,Entire home/apt,120.0,30,1,2019-11-08,1.0,7,365.0,2015-05-24 00:00:00
10728,10728,14929014,Furnished Woodland Hills 1 bedroom (short-term),16377042,Bradford,City of Los Angeles,Woodland Hills,34.17185,-118.61907,Entire home/apt,70.0,7,12,2019-11-03,0.31,1,105.0,2015-05-24 00:00:00
5303,5303,7225814,Cool Family Friendly Home on a Hill,36525943,Jessica,City of Los Angeles,Highland Park,34.12407,-118.19051,Entire home/apt,215.0,3,2,2016-06-23,0.04,1,0.0,2015-05-24 00:00:00
26310,26310,29855112,"Santa Monica,  Quest Room with Private Entrance",6532081,Carmel,Other Cities,Santa Monica,34.02779,-118.49333,Private room,90.0,30,0,,,1,87.0,2015-05-24 00:00:00
3367,3367,4342748,SANTA MONICA BEACH FRONT PROPERTY!,16151602,Santa Monica Beach,Other Cities,Santa Monica,34.01276,-118.49824,Entire home/apt,122.0,31,36,2019-09-20,0.58,10,73.0,2015-05-24 00:00:00
19647,19647,23420355,Stylish & Spacious Artist’s Haven in the hills,14711333,Rain,City of Los Angeles,El Sereno,34.06296,-118.17641,Private room,55.0,1,146,2019-10-28,6.91,3,61.0,2015-05-24 00:00:00
30819,30819,33641069,Former Historic Mansion - Office Room,36300919,David,City of Los Angeles,Westlake,34.06112,-118.27336,Private room,49.0,1,10,2019-09-15,2.22,9,213.0,2015-05-24 00:00:00
28434,28434,31667861,"N. Hollywood 10Min from UNIVERSAL STUDIOS, NETFLIX",201439312,Auron,City of Los Angeles,Van Nuys,34.20122,-118.43477,Entire home/apt,49.0,60,13,2019-10-13,1.32,2,233.0,2015-05-24 00:00:00
12677,12677,17190792,"★ Beautiful, Cozy, Chic PRIME LOCATION Private ★",115718671,Sandra,Other Cities,West Hollywood,34.08737,-118.38804,Private room,80.0,2,47,2019-11-17,1.45,1,54.0,2015-05-24 00:00:00
26293,26293,25577040,URBAN HOLLYWOOD BLVD MARILYN MONROE SUITE,84963512,Casey,City of Los Angeles,Hollywood,34.10173,-118.31039,Entire home/apt,279.0,1,40,2019-07-12,2.8,8,1.0,2015-05-24 00:00:00
29214,29214,27987671,Relaxed 1BR in Hollywood with Gym Access,48005494,Zeus,City of Los Angeles,Hollywood,34.10456,-118.33052,Entire home/apt,106.0,30,3,2019-04-09,0.31,172,0.0,2015-05-24 00:00:00
17682,17682,19564159,Rancho Relaxo West LA,123306288,Bill,City of Los Angeles,Mar Vista,34.01925,-118.44147,Private room,60.0,3,58,2019-06-23,2.41,3,150.0,2015-05-24 00:00:00
26967,26967,26164232,AWESOME 3 BED 3 BATH APTH IN WEST LA /SM,137723569,Heather,City of Los Angeles,Sawtelle,34.04716,-118.46356,Entire home/apt,299.0,1,36,2019-07-15,2.81,27,24.0,2015-05-24 00:00:00
42825,42825,36483358,25 - Single Bed in Awesome Shared Hollywood Space,56636321,Isamu,City of Los Angeles,Koreatown,34.07432,-118.30756,Shared room,27.0,1,0,,,23,364.0,2015-05-24 00:00:00
23297,23297,23295376,Clean and Quiet Guest House,171539940,Mahyar,City of Los Angeles,Tarzana,34.17928,-118.54975,Entire home/apt,79.0,1,11,2019-05-06,0.74,2,160.0,2015-05-24 00:00:00
44634,44634,37404600,Norwalk house,198620668,Mayuri,Other Cities,Norwalk,33.88932,-118.09427,Private room,50.0,1,0,,,1,58.0,2015-05-24 00:00:00
34337,34337,31479117,"Rowland hts. 2 rooms 1 guard, Disney 20 minutes!",126197463,晓霞,Unincorporated Areas,Rowland Heights,33.98379,-117.87505,Entire home/apt,87.0,20,3,2019-04-08,0.69,5,308.0,2015-05-24 00:00:00
26338,26338,25665952,1920’s Country English Home Updated,679977,Claudia,Other Cities,West Hollywood,34.08138,-118.37099,Entire home/apt,425.0,3,20,2019-08-06,1.51,1,144.0,2015-05-24 00:00:00
5078,5078,5971496,羅蘭崗獨立屋雅房Heart of Rowland HT Cozy BR 1,25923001,Vicky,Unincorporated Areas,Rowland Heights,33.9788,-117.89738,Private room,35.0,1,101,2019-07-21,1.97,7,178.0,2015-05-24 00:00:00
7534,7534,9049614,Malbec On The Creek  2,5438402,Randi And George,Unincorporated Areas,Unincorporated Santa Monica Mountains,34.08279,-118.69572,Entire home/apt,800.0,2,13,2017-10-22,0.31,2,358.0,2015-05-24 00:00:00
27961,27961,27036143,"Private, charming 2 bdr townhome 4 Miles from LAX",22732106,Stan And Shana,Other Cities,Inglewood,33.93697,-118.34302,Entire home/apt,69.0,2,30,2019-01-04,2.36,4,0.0,2015-05-24 00:00:00
44872,44872,37535620,Hideaway Retreat,240894650,Analuisa,City of Los Angeles,San Pedro,33.72387,-118.26504,Entire home/apt,99.0,4,0,,,1,4.0,2015-05-24 00:00:00
35396,35396,32285805,Deluxe Studio in Marina del rey/Walk to the Beach,131131734,Abyss,Unincorporated Areas,Marina del Rey,33.98152,-118.4623,Entire home/apt,160.0,2,7,2019-08-02,1.76,7,257.0,2015-05-24 00:00:00
4605,4605,5299001,Charming Private Room,27446690,Yari,City of Los Angeles,Westwood,34.05662,-118.44415,Private room,72.0,4,180,2019-07-27,3.33,2,314.0,2015-05-24 00:00:00
20835,20835,21666937,Charming Ranch,43100803,Ron,City of Los Angeles,Mar Vista,34.01334,-118.44458,Entire home/apt,325.0,1,13,2018-07-20,0.64,1,0.0,2015-05-24 00:00:00
9833,9833,12304942,Great apt in the heart of Echo Park,3319098,Laurie,City of Los Angeles,Echo Park,34.07769,-118.25661,Entire home/apt,73.0,2,1,2016-12-01,0.03,1,0.0,2015-05-24 00:00:00
3708,3708,4183810,"Poolside Casita near CSULB, beaches",21104863,Ludmila,Other Cities,Long Beach,33.77143,-118.12392,Entire home/apt,125.0,2,78,2019-02-10,1.51,1,311.0,2015-05-24 00:00:00
28607,28607,27526350,"Cozy Condo, Excellent Location",5039257,Jon,City of Los Angeles,Highland Park,34.10628,-118.19253,Entire home/apt,75.0,1,10,2018-12-25,0.85,1,0.0,2015-05-24 00:00:00
2222,2222,2165624,Landmark Victorian at The Beach,10491826,Sean & Teresa,Other Cities,Long Beach,33.76512,-118.17749,Entire home/apt,390.0,2,99,2019-07-29,1.53,1,353.0,2015-05-24 00:00:00
43211,43211,36672322,Luxury Living at NoHo Arts!,67787790,Kate,City of Los Angeles,North Hollywood,34.17304,-118.38089,Entire home/apt,85.0,1,3,2019-07-27,3.0,1,6.0,2015-05-24 00:00:00
13878,13878,16195071,1 bedroom beach pad with parking-M24,25326961,Alba & Mike,City of Los Angeles,Venice,33.9872,-118.46957,Entire home/apt,100.0,31,11,2019-05-10,0.38,38,341.0,2015-05-24 00:00:00
15391,15391,17693601,Quiet Cozy 1 Bedroom in Sherman Oaks/Full Kitchen,29128412,Teanna,City of Los Angeles,Sherman Oaks,34.16909,-118.42743,Entire home/apt,90.0,1,6,2019-06-23,0.21,1,7.0,2015-05-24 00:00:00
